candidate_1,candidate_2,similarity,party_1,party_2,same_party
Ebbe Wendt Lorenzen (A),Jesper Ronald Jensen (C),0.2592927119478338,A,C,False
Casper Pedersen (V),Sine Heltberg (A),0.2592676316444825,V,A,False
Annedorthe Kring (Å),Fasael Rehman (C),0.25926663490592894,Å,C,False
Bjarke Bisgaard Yolal (F),Rikke Alice Bille (B),0.25922765875129217,F,B,False
Ebbe Wendt Lorenzen (A),Nikolaj Bøgh (C),0.2591739947231075,A,C,False
Line Østergaard Olsen (I),Tim Tue Wodskou (Å),0.25908521076653385,I,Å,False
Henrik Karl Hierl (I),Per Odin Thiim Thim (E),0.2590286802147648,I,E,False
David Michael Gerschwald (O),Kim Hjerrild (Å),0.25902043463438895,O,Å,False
Carina Høedt (C),Line Østergaard Olsen (I),0.25880183373996696,C,I,False
Else Guldager (Ø),Emil Samaras (Ø),0.25877158823920077,Ø,Ø,True
Daniel Panduro (Ø),Matthew Dawids (O),0.258770300898669,Ø,O,False
Daniel Panduro (Ø),Tomas Munch Nielsen (F),0.2587401975438115,Ø,F,False
Cecilie Fisker (M),Joseph Favilla (I),0.25872195932468717,M,I,False
Henrik Karl Hierl (I),Palle Bisgaard (Ø),0.25865687324973186,I,Ø,False
Caspar Stefani (C),Tilde Nordin Dræger (Ø),0.2586069405815397,C,Ø,False
Freja Fokdal (B),Joseph Favilla (I),0.2586047150271131,B,I,False
Birgit Bech (Ø),Mia Michelle Haugaard (Ø),0.25855991602692013,Ø,Ø,True
Jan E. Jørgensen (V),Rasmus Holme (Ø),0.2585141455422409,V,Ø,False
Henrik Kragelund (C),Lars Berg Andersen (I),0.2584761307296179,C,I,False
Line Østergaard Olsen (I),Rune Rummel (A),0.2584529131446312,I,A,False
Annedorthe Kring (Å),Ebbe Wendt Lorenzen (A),0.25816624032881474,Å,A,False
Helle Sjelle (M),Henrik Kragelund (C),0.25768973673557255,M,C,False
Else Guldager (Ø),Pil Yildiz (Ø),0.25748739917549285,Ø,Ø,True
Else Guldager (Ø),Line Østergaard Olsen (I),0.25748605698400245,Ø,I,False
Daniel Panduro (Ø),Tilde Nordin Dræger (Ø),0.2570722173696658,Ø,Ø,True
Birgit Bech (Ø),Nikolaj Bøgh (C),0.256981526891462,Ø,C,False
Freja Fokdal (B),Peder Brandhof (C),0.2567232705180234,B,C,False
Annedorthe Kring (Å),Merete Winther Hildebrandt (C),0.25661055789527487,Å,C,False
Elias Lederhaas (C),Preben Boldt (V),0.25647112099668906,C,V,False
Bjarke Bisgaard Yolal (F),Søren Brønchenburg (C),0.25641303462700393,F,C,False
Henrik Karl Hierl (I),Mette Bram (Å),0.2562750072484203,I,Å,False
Helle Sjelle (M),Peter Kristiansen (F),0.2561636308373953,M,F,False
Helle Sjelle (M),Marie Budtz Andersen (C),0.2558719295462003,M,C,False
Søren Brønchenburg (C),Thomas Jean Nielsen (M),0.25549058098163524,C,M,False
Laura Lindahl (C),Mia Michelle Haugaard (Ø),0.2553388222343819,C,Ø,False
Rasmus Holme (Ø),Tomas Munch Nielsen (F),0.2552869630060069,Ø,F,False
August Gade (F),Henrik Kragelund (C),0.2552432070724109,F,C,False
Kurt Pii (M),Tilde Nordin Dræger (Ø),0.255059913473665,M,Ø,False
Jan E. Jørgensen (V),Tomas Munch Nielsen (F),0.2549349861115698,V,F,False
Caspar Stefani (C),Line Østergaard Olsen (I),0.2546962894756486,C,I,False
Bianca Vitting (Ø),Sine Heltberg (A),0.25467172623477563,Ø,A,False
Jesper Ronald Jensen (C),Per Odin Thiim Thim (E),0.2546304642366085,C,E,False
Claus Wagenblast-Franck (C),Daniel Panduro (Ø),0.2544441169278998,C,Ø,False
Freja Fokdal (B),Henrik Karl Hierl (I),0.254436502286915,B,I,False
Annedorthe Kring (Å),Malou Ananiassen (C),0.254365109893141,Å,C,False
Gabriel Egholm Rasmussen (Ø),Pil Yildiz (Ø),0.2543195700797176,Ø,Ø,True
Casper Pedersen (V),Peter Kristiansen (F),0.2543194479232159,V,F,False
Matthew Dawids (O),Thomas Jean Nielsen (M),0.25431166202062866,O,M,False
Lars Berg Andersen (I),Søren Dahlstrøm (A),0.2541068775557558,I,A,False
Peter Kristiansen (F),Tone Høybye (Ø),0.25402302963999845,F,Ø,False
Bjarke Bisgaard Yolal (F),Jan E. Jørgensen (V),0.2537978060466912,F,V,False
David Michael Gerschwald (O),Jan E. Jørgensen (V),0.25371698196703935,O,V,False
Cecilie Fisker (M),Tina Jacobsen (C),0.25367052211352425,M,C,False
Mette Bram (Å),Sine Heltberg (A),0.2535947502836052,Å,A,False
Jens Otto Jarløv (B),Rikke Alice Bille (B),0.2535068313401658,B,B,True
Brian Holm (C),Helle Sjelle (M),0.25347070188560805,C,M,False
Joseph Favilla (I),Tim Tue Wodskou (Å),0.25329771838490933,I,Å,False
Kurt Pii (M),Rasmus Holme (Ø),0.2531719128889539,M,Ø,False
Henrik Kragelund (C),Jacob Rosenberg (C),0.2531533229969181,C,C,True
Caspar Stefani (C),Laura Lindahl (C),0.25308696976694833,C,C,True
Tomas Munch Nielsen (F),Vibeke Westh (A),0.25302781532022106,F,A,False
Gabriel Egholm Rasmussen (Ø),Malou Ananiassen (C),0.2530081644584955,Ø,C,False
Birgit Bech (Ø),Rasmus Holme (Ø),0.2529780782139039,Ø,Ø,True
David Michael Gerschwald (O),Freja Fokdal (B),0.25293690872019664,O,B,False
Preben Boldt (V),Rasmus Holme (Ø),0.25288460285021164,V,Ø,False
Bjarke Bisgaard Yolal (F),Preben Boldt (V),0.2528187170942448,F,V,False
Annedorthe Kring (Å),Vibeke Westh (A),0.25273965954296873,Å,A,False
Jan E. Jørgensen (V),Tina Jacobsen (C),0.25240845893888814,V,C,False
Claus Wagenblast-Franck (C),Rie Jakobsen (C),0.2523888998531729,C,C,True
Fasael Rehman (C),Julius Lundsteen (F),0.25231813502502637,C,F,False
Cecilie Fisker (M),Henrik Kragelund (C),0.25224529577050964,M,C,False
Henrik Kragelund (C),Rosa Agersnap Bone (Ø),0.25220541264148977,C,Ø,False
Rikke Alice Bille (B),Tomas Munch Nielsen (F),0.25206436474298044,B,F,False
Birgit Bech (Ø),Kim Hjerrild (Å),0.25145599002296803,Ø,Å,False
Britt Dam (A),Tina Jacobsen (C),0.2513385209774047,A,C,False
Elias Lederhaas (C),Matthew Dawids (O),0.25132986330084206,C,O,False
Julius Lundsteen (F),Lotte Kofoed (F),0.25108835542586017,F,F,True
Henrik Kragelund (C),Vibeke Westh (A),0.25108814251022105,C,A,False
Carina Høedt (C),Henrik Kragelund (C),0.2509159052826295,C,C,True
Annedorthe Kring (Å),Casper Pedersen (V),0.250742721083056,Å,V,False
Else Guldager (Ø),Jens Otto Jarløv (B),0.25020472139554223,Ø,B,False
Rasmus Edelberg (A),Tomas Munch Nielsen (F),0.2500679004407712,A,F,False
Merete Winther Hildebrandt (C),Sine Heltberg (A),0.250039480774819,C,A,False
Freja Fokdal (B),Rune Rummel (A),0.24981027216384444,B,A,False
Malte Mathies Løcke (A),Tomas Munch Nielsen (F),0.24980749565782,A,F,False
Elias Lederhaas (C),Henrik Karl Hierl (I),0.24972701154917282,C,I,False
Claus Wagenblast-Franck (C),Søren Brønchenburg (C),0.24933149637079696,C,C,True
Anders Storgaard (C),Asbjørn Dalgaard (A),0.2492970467321274,C,A,False
Malou Ananiassen (C),Nikolaj Bøgh (C),0.2491859407042903,C,C,True
Else Guldager (Ø),Peter Kristiansen (F),0.24888761002232931,Ø,F,False
Ebbe Wendt Lorenzen (A),Sine Heltberg (A),0.24884549076910858,A,A,True
Kim Hjerrild (Å),Matthew Dawids (O),0.2487023908101648,Å,O,False
Christina Sylvest-Noer (A),Sine Heltberg (A),0.24854023461467575,A,A,True
Else Guldager (Ø),Thomas Jean Nielsen (M),0.24841451168761824,Ø,M,False
Carina Høedt (C),Tina Jacobsen (C),0.24833587460387216,C,C,True
Mia Michelle Haugaard (Ø),Rie Jakobsen (C),0.2482192773839588,Ø,C,False
Else Guldager (Ø),Mia Michelle Haugaard (Ø),0.24814724628188684,Ø,Ø,True
Henrik Karl Hierl (I),Rie Jakobsen (C),0.24798312216769014,I,C,False
Anders Storgaard (C),Søren Brønchenburg (C),0.24777662541133783,C,C,True
Annedorthe Kring (Å),Rie Jakobsen (C),0.24768561543562884,Å,C,False
Gabriel Egholm Rasmussen (Ø),René Hülz (F),0.24762750708206255,Ø,F,False
Anders Storgaard (C),Jesper Ronald Jensen (C),0.2474548038592997,C,C,True
Else Guldager (Ø),Henrik Karl Hierl (I),0.2472490052339414,Ø,I,False
Else Marie Thorgaard (C),Lars Berg Andersen (I),0.247222864367002,C,I,False
Birgit Bech (Ø),Bjarke Bisgaard Yolal (F),0.2472148342427213,Ø,F,False
Caspar Stefani (C),Jens Otto Jarløv (B),0.2472051558430205,C,B,False
Nikolaj Bøgh (C),Rasmus Edelberg (A),0.24720213380636752,C,A,False
Brian Holm (C),Malene Sandfeld (V),0.24696113609345188,C,V,False
Emil Samaras (Ø),Tilde Nordin Dræger (Ø),0.2469473492102825,Ø,Ø,True
Anders Storgaard (C),Britt Dam (A),0.24689836545659194,C,A,False
Cecilie Fisker (M),Rune Rummel (A),0.2467943002817318,M,A,False
Joseph Favilla (I),Rikke Alice Bille (B),0.2466512257526251,I,B,False
Caspar Stefani (C),Mia Michelle Haugaard (Ø),0.24663366445724946,C,Ø,False
Mia Michelle Haugaard (Ø),Rami Zouzou (C),0.24625213901460605,Ø,C,False
Anders Storgaard (C),Mia Michelle Haugaard (Ø),0.24624043557628925,C,Ø,False
Birgit Bech (Ø),Tilde Nordin Dræger (Ø),0.24617561455898873,Ø,Ø,True
Jan E. Jørgensen (V),Thomas Jean Nielsen (M),0.24610073220335363,V,M,False
Matthew Dawids (O),Mette Bram (Å),0.24602005776292676,O,Å,False
Jimmy Streit (C),Julius Lundsteen (F),0.24597489224977148,C,F,False
Carina Høedt (C),Peter Kristiansen (F),0.2458961362022678,C,F,False
Gabriel Egholm Rasmussen (Ø),Nikolaj Bøgh (C),0.24586344647164704,Ø,C,False
Claus Wagenblast-Franck (C),Laura Lindahl (C),0.24583908474125868,C,C,True
Birgit Bech (Ø),Emil Samaras (Ø),0.24579069609186135,Ø,Ø,True
Bjarke Bisgaard Yolal (F),Britt Dam (A),0.24563086278720375,F,A,False
David Michael Gerschwald (O),Henrik Kragelund (C),0.24562867771895097,O,C,False
Joachim Høyrup (V),Line Østergaard Olsen (I),0.24532703058768834,V,I,False
Bettina Palle (I),Else Guldager (Ø),0.24531167077575072,I,Ø,False
Birgit Bech (Ø),Rune Rummel (A),0.2452999214721351,Ø,A,False
Kim Hjerrild (Å),Rie Jakobsen (C),0.2452585207075843,Å,C,False
Anders Storgaard (C),Else Guldager (Ø),0.24517690849066956,C,Ø,False
Bianca Vitting (Ø),Joseph Favilla (I),0.244804844551449,Ø,I,False
Henrik Kragelund (C),Lotte Kofoed (F),0.24446449243742593,C,F,False
Marie Budtz Andersen (C),Vibeke Westh (A),0.24445965566488828,C,A,False
Merete Winther Hildebrandt (C),Tina Jacobsen (C),0.24418899454546805,C,C,True
Asbjørn Dalgaard (A),Sine Heltberg (A),0.24404174574757082,A,A,True
Jacob Rosenberg (C),Sine Heltberg (A),0.24370912435875983,C,A,False
Else Marie Thorgaard (C),Merete Winther Hildebrandt (C),0.24358499761054692,C,C,True
Caspar Stefani (C),Peter Kristiansen (F),0.2434702036186034,C,F,False
Elias Lederhaas (C),Tomas Munch Nielsen (F),0.24323206956401316,C,F,False
René Hülz (F),Rie Jakobsen (C),0.2432238759724163,F,C,False
Britt Dam (A),Henrik Karl Hierl (I),0.2432084914070815,A,I,False
Jesper Ronald Jensen (C),Rasmus Edelberg (A),0.24317274042932863,C,A,False
Bjarke Bisgaard Yolal (F),Per Odin Thiim Thim (E),0.2430434103163926,F,E,False
Emil Samaras (Ø),Rasmus Edelberg (A),0.24291552762274676,Ø,A,False
Joseph Favilla (I),Malene Sandfeld (V),0.24276247993879513,I,V,False
Malte Mathies Løcke (A),Rune Rummel (A),0.24253239318202102,A,A,True
Malte Mathies Løcke (A),Tina Jacobsen (C),0.24246589963121193,A,C,False
Bjarke Bisgaard Yolal (F),Pil Yildiz (Ø),0.24227498251741686,F,Ø,False
Eva Bechmann (Æ),Matthew Dawids (O),0.24205837450085707,Æ,O,False
Isabel Havndrup Aackmann (B),Marie Budtz Andersen (C),0.2418645227791059,B,C,False
Line Østergaard Olsen (I),Lone Loklindt (B),0.24185152015722197,I,B,False
Helle Sjelle (M),Line Østergaard Olsen (I),0.24183400857561663,M,I,False
Rasmus Edelberg (A),Rune Rummel (A),0.2417593061393626,A,A,True
Julius Lundsteen (F),Malou Ananiassen (C),0.24169919863390268,F,C,False
Asbjørn Dalgaard (A),Henrik Karl Hierl (I),0.24167908694152498,A,I,False
Caspar Stefani (C),Henrik Karl Hierl (I),0.24152846548238455,C,I,False
Julius Lundsteen (F),Tim Tue Wodskou (Å),0.24151457722991634,F,Å,False
Eva Bechmann (Æ),Tina Jacobsen (C),0.24150889046459836,Æ,C,False
Anders Storgaard (C),Rami Zouzou (C),0.241472928645636,C,C,True
Preben Boldt (V),Thomas Jean Nielsen (M),0.24138292186383592,V,M,False
Per Odin Thiim Thim (E),Sine Heltberg (A),0.2413705566620127,E,A,False
Casper Pedersen (V),Tina Jacobsen (C),0.24119360799276382,V,C,False
Eva Bechmann (Æ),Rune Rummel (A),0.2411783478856026,Æ,A,False
Jan E. Jørgensen (V),Nikolaj Bøgh (C),0.2411138512628565,V,C,False
Eva Bechmann (Æ),Sine Heltberg (A),0.24099738039342627,Æ,A,False
Mia Michelle Haugaard (Ø),Rasmus Edelberg (A),0.2409810740734815,Ø,A,False
Else Guldager (Ø),Laura Lindahl (C),0.2409609726812616,Ø,C,False
Else Marie Thorgaard (C),Isabel Havndrup Aackmann (B),0.2408054195340633,C,B,False
Peder Brandhof (C),Søren Frost (V),0.24057709453354706,C,V,False
Annedorthe Kring (Å),Tomas Munch Nielsen (F),0.24052029456127105,Å,F,False
Elias Lederhaas (C),Laura Lindahl (C),0.24041766646728047,C,C,True
Bjarke Bisgaard Yolal (F),Tomas Munch Nielsen (F),0.2402154943786537,F,F,True
Jesper Ronald Jensen (C),Kim Hjerrild (Å),0.24012823239931355,C,Å,False
Emil Samaras (Ø),Rami Zouzou (C),0.24012284828052063,Ø,C,False
Else Marie Thorgaard (C),Joachim Høyrup (V),0.24001186720447498,C,V,False
Jimmy Streit (C),Joseph Favilla (I),0.23991279156107337,C,I,False
Gabriel Egholm Rasmussen (Ø),Line Østergaard Olsen (I),0.23990528184356855,Ø,I,False
Christina Sylvest-Noer (A),Marie Budtz Andersen (C),0.23990130152545017,A,C,False
Preben Boldt (V),Tilde Nordin Dræger (Ø),0.23986602265761872,V,Ø,False
Emil Samaras (Ø),Søren Frost (V),0.23947131484031797,Ø,V,False
Bettina Palle (I),Rie Jakobsen (C),0.23917689509601997,I,C,False
Søren Frost (V),Thomas Jean Nielsen (M),0.2391234673195581,V,M,False
Henrik Karl Hierl (I),Malte Mathies Løcke (A),0.2390747124454118,I,A,False
Julius Lundsteen (F),Susanne Nørlund Munk (A),0.23905326351639028,F,A,False
Bjarke Bisgaard Yolal (F),Laura Lindahl (C),0.23899304631890414,F,C,False
Kim Hjerrild (Å),Mia Michelle Haugaard (Ø),0.2388906249299829,Å,Ø,False
Rasmus Edelberg (A),Tilde Nordin Dræger (Ø),0.23887114374522941,A,Ø,False
August Gade (F),Julius Lundsteen (F),0.2387778362025046,F,F,True
Anne Eggen (Ø),Pil Yildiz (Ø),0.23874436934062648,Ø,Ø,True
Britt Dam (A),Nikolaj Bøgh (C),0.2386850626167235,A,C,False
Henrik Karl Hierl (I),Matthew Dawids (O),0.23848033260346232,I,O,False
Else Marie Thorgaard (C),Jimmy Streit (C),0.2383609195865364,C,C,True
Asbjørn Dalgaard (A),Gabriel Egholm Rasmussen (Ø),0.23831396983347372,A,Ø,False
Jesper Ronald Jensen (C),Rasmus Holme (Ø),0.23827545216728344,C,Ø,False
Rie Jakobsen (C),Tina Jacobsen (C),0.23819985990051473,C,C,True
Laura Lindahl (C),Rie Jakobsen (C),0.23802112309591938,C,C,True
Jan E. Jørgensen (V),Mia Michelle Haugaard (Ø),0.23798971773077268,V,Ø,False
Julius Lundsteen (F),Rami Zouzou (C),0.23795506019531304,F,C,False
Annedorthe Kring (Å),Rikke Alice Bille (B),0.2379276198804508,Å,B,False
Claus Wagenblast-Franck (C),Søren Frost (V),0.23769609254479318,C,V,False
Asbjørn Dalgaard (A),Line Østergaard Olsen (I),0.2376380780262625,A,I,False
Lone Loklindt (B),Peter Kristiansen (F),0.2374609126005205,B,F,False
Else Marie Thorgaard (C),Tim Tue Wodskou (Å),0.2374159830788585,C,Å,False
Bjarke Bisgaard Yolal (F),Søren Frost (V),0.23733002916510754,F,V,False
Tina Jacobsen (C),Vibeke Westh (A),0.2370724546469525,C,A,False
Claude Teisen-Simony (T),Fasael Rehman (C),0.2370356217520159,T,C,False
Britt Dam (A),Jesper Ronald Jensen (C),0.23696396443700135,A,C,False
Bjarke Bisgaard Yolal (F),Gabriel Egholm Rasmussen (Ø),0.2368986971899261,F,Ø,False
Joseph Favilla (I),Vibeke Westh (A),0.23680299908419186,I,A,False
Claude Teisen-Simony (T),Kurt Pii (M),0.2367277873578758,T,M,False
Asbjørn Dalgaard (A),Nikolaj Bøgh (C),0.23670478756867164,A,C,False
Joachim Høyrup (V),Søren Dahlstrøm (A),0.23642783677566512,V,A,False
Kim Hjerrild (Å),Rasmus Holme (Ø),0.23625706683656994,Å,Ø,False
Claude Teisen-Simony (T),Rikke Alice Bille (B),0.23622138385671504,T,B,False
Freja Fokdal (B),Line Østergaard Olsen (I),0.23617919048229344,B,I,False
Asbjørn Dalgaard (A),Henrik Kragelund (C),0.23600821410719713,A,C,False
Mia Michelle Haugaard (Ø),Søren Brønchenburg (C),0.23573431597256095,Ø,C,False
Anders Storgaard (C),Rie Jakobsen (C),0.23559163408366954,C,C,True
Julius Lundsteen (F),Vibeke Westh (A),0.23551550995976525,F,A,False
Else Marie Thorgaard (C),Tone Høybye (Ø),0.23547344832001643,C,Ø,False
Line Østergaard Olsen (I),Michella Lescher (F),0.2354255623008335,I,F,False
Freja Fokdal (B),Matthew Dawids (O),0.23520974191391128,B,O,False
Bjarke Bisgaard Yolal (F),Tilde Nordin Dræger (Ø),0.2352046487426097,F,Ø,False
Rikke Alice Bille (B),Rune Rummel (A),0.23495598864500267,B,A,False
Marie Budtz Andersen (C),Pil Yildiz (Ø),0.23486045301083966,C,Ø,False
Henrik Karl Hierl (I),Kurt Pii (M),0.2347977745296169,I,M,False
Birgit Bech (Ø),Matthew Dawids (O),0.23477375410146975,Ø,O,False
Brian Holm (C),Eva Bechmann (Æ),0.2347317534532113,C,Æ,False
Annedorthe Kring (Å),Rasmus Edelberg (A),0.23464090194774065,Å,A,False
Line Østergaard Olsen (I),Malene Sandfeld (V),0.23459151288930752,I,V,False
Henrik Kragelund (C),Kristoffer Appel (A),0.23444897247289148,C,A,False
Henrik Kragelund (C),Lone Loklindt (B),0.23402417726819702,C,B,False
David Michael Gerschwald (O),René Hülz (F),0.23386231505382402,O,F,False
August Gade (F),Peder Brandhof (C),0.23370884093369623,F,C,False
Else Guldager (Ø),Else Marie Thorgaard (C),0.2336761447911517,Ø,C,False
Matthew Dawids (O),Nikolaj Bøgh (C),0.23362655188876366,O,C,False
Henrik Kragelund (C),Susanne Nørlund Munk (A),0.2336143026540898,C,A,False
Bianca Vitting (Ø),David Michael Gerschwald (O),0.23337210723959942,Ø,O,False
Emil Samaras (Ø),Malou Ananiassen (C),0.2331218030706326,Ø,C,False
Annedorthe Kring (Å),Søren Brønchenburg (C),0.23301871689447282,Å,C,False
Peter Kristiansen (F),Vibeke Westh (A),0.23298310653267662,F,A,False
Bjarke Bisgaard Yolal (F),Rasmus Edelberg (A),0.232953468079308,F,A,False
Emil Samaras (Ø),Mia Michelle Haugaard (Ø),0.2327917072231079,Ø,Ø,True
Elias Lederhaas (C),Joseph Favilla (I),0.23277485091642827,C,I,False
Jan E. Jørgensen (V),Jesper Ronald Jensen (C),0.23272267534268157,V,C,False
Caspar Stefani (C),Emil Samaras (Ø),0.2326967966996945,C,Ø,False
Britt Dam (A),Marie Budtz Andersen (C),0.23253084768545187,A,C,False
Lotte Kofoed (F),Peder Brandhof (C),0.23247548122619416,F,C,False
Helle Sjelle (M),Julius Lundsteen (F),0.23246657523353376,M,F,False
Anders Storgaard (C),Gabriel Egholm Rasmussen (Ø),0.23243020544913226,C,Ø,False
Fasael Rehman (C),Jesper Jerry Schou Nielsen (F),0.23199605326332048,C,F,False
Mette Bram (Å),Peder Brandhof (C),0.23186626529820245,Å,C,False
Jesper Ronald Jensen (C),Matthew Dawids (O),0.23185114868840112,C,O,False
Brian Holm (C),Jacob Rosenberg (C),0.2318318709406188,C,C,True
Britt Dam (A),Sine Heltberg (A),0.23155754100259401,A,A,True
Henrik Karl Hierl (I),Søren Brønchenburg (C),0.23151935053611086,I,C,False
Joachim Høyrup (V),Julius Lundsteen (F),0.2315093843297716,V,F,False
Joseph Favilla (I),Malte Mathies Løcke (A),0.231438450805533,I,A,False
Anders Storgaard (C),Thomas Jean Nielsen (M),0.2314331004403417,C,M,False
Kim Hjerrild (Å),Pil Yildiz (Ø),0.23138290336851008,Å,Ø,False
Lone Loklindt (B),Rune Rummel (A),0.23116141108448612,B,A,False
Mia Michelle Haugaard (Ø),Tilde Nordin Dræger (Ø),0.2311362607888812,Ø,Ø,True
Else Marie Thorgaard (C),Michella Lescher (F),0.2306359526588662,C,F,False
Julius Lundsteen (F),Malene Sandfeld (V),0.2304778003473428,F,V,False
Henrik Karl Hierl (I),Rami Zouzou (C),0.23021119451357697,I,C,False
Jesper Jerry Schou Nielsen (F),Matthew Dawids (O),0.23016937321310743,F,O,False
Line Østergaard Olsen (I),Rosa Agersnap Bone (Ø),0.23010885165880895,I,Ø,False
Nikolaj Bøgh (C),Søren Frost (V),0.22999523305174543,C,V,False
Claus Wagenblast-Franck (C),Mia Michelle Haugaard (Ø),0.22980440412905898,C,Ø,False
Claude Teisen-Simony (T),Jimmy Streit (C),0.22972242399859108,T,C,False
Else Marie Thorgaard (C),Lotte Kofoed (F),0.22969389860912856,C,F,False
Elias Lederhaas (C),Kim Hjerrild (Å),0.2296892800639677,C,Å,False
Brian Holm (C),Michella Lescher (F),0.2295922196727329,C,F,False
Merete Winther Hildebrandt (C),Peter Kristiansen (F),0.22945354978029708,C,F,False
Bjarke Bisgaard Yolal (F),David Michael Gerschwald (O),0.22936878259984236,F,O,False
Jacob Rosenberg (C),Line Østergaard Olsen (I),0.22926555872048598,C,I,False
Annedorthe Kring (Å),Bjarke Bisgaard Yolal (F),0.22925854348231905,Å,F,False
Nikolaj Bøgh (C),Søren Brønchenburg (C),0.22914099940157218,C,C,True
Else Guldager (Ø),Per Paludan Hansen (V),0.22898686745466898,Ø,V,False
Joachim Høyrup (V),Peter Kristiansen (F),0.228977377649764,V,F,False
Christina Sylvest-Noer (A),Julius Lundsteen (F),0.22894894866613472,A,F,False
Eva Bechmann (Æ),Joseph Favilla (I),0.22878690486255798,Æ,I,False
Britt Dam (A),Joseph Favilla (I),0.22876577563844316,A,I,False
Line Østergaard Olsen (I),Susanne Nørlund Munk (A),0.2285612827490744,I,A,False
Emil Samaras (Ø),Jan E. Jørgensen (V),0.22851054433353377,Ø,V,False
Kim Hjerrild (Å),Thomas Jean Nielsen (M),0.22840676475321406,Å,M,False
Henrik Kragelund (C),Malou Ananiassen (C),0.22819574088644906,C,C,True
Anders Storgaard (C),Malou Ananiassen (C),0.2281608942595042,C,C,True
Pil Yildiz (Ø),Rune Rummel (A),0.22791554850279125,Ø,A,False
Jimmy Streit (C),Peter Kristiansen (F),0.22789433036226095,C,F,False
Carina Høedt (C),Peder Brandhof (C),0.22772435976535327,C,C,True
Henrik Kragelund (C),Isabel Havndrup Aackmann (B),0.22743183108124726,C,B,False
Annedorthe Kring (Å),Søren Frost (V),0.2274140601576148,Å,V,False
